FID,OBJECTID,name,lineName,name编号
347,348,邮电新苑,11路(旅游学院-客运站),邮电新苑
348,349,象山街,11路(旅游学院-客运站),象山街
349,350,市中级法院,11路(旅游学院-客运站),市中级法院
350,351,高快客运站,11路(旅游学院-客运站),高快客运站
351,352,福慧市场,11路(旅游学院-客运站),福慧市场
352,353,古城区政府,11路(旅游学院-客运站),9
353,354,丽江国际购物广场,11路(旅游学院-客运站),10
354,355,古城口,11路(旅游学院-客运站),古城口
355,356,七星街,11路(旅游学院-客运站),七星街
356,357,公路总段,11路(旅游学院-客运站),公路总段
357,358,玉龙县医院,11路(旅游学院-客运站),玉龙县医院
358,359,柏龙水榭,11路(旅游学院-客运站),柏龙水榭
359,360,客运站,11路(旅游学院-客运站),客运站
360,361,民航站,1路(民航站-古城区政府),8
361,362,福慧学校,1路(民航站-古城区政府),7
362,363,昌洛广场,1路(民航站-古城区政府),19
363,364,金鹿巷,1路(民航站-古城区政府),金鹿巷
364,365,寨后市场,1路(民航站-古城区政府),寨后市场
365,366,园丁小区,1路(民航站-古城区政府),园丁小区
366,367,实验学校,1路(民航站-古城区政府),实验学校
367,368,白华路口,1路(民航站-古城区政府),白华路口
368,369,阿丹阁,1路(民航站-古城区政府),阿丹阁
369,370,金凯广场,1路(民航站-古城区政府),金凯广场
370,371,玉龙县医院,1路(民航站-古城区政府),玉龙县医院
371,372,明珍广场,1路(民航站-古城区政府),明珍广场
372,373,公路总段,1路(民航站-古城区政府),公路总段
373,374,七星街,1路(民航站-古城区政府),七星街
374,375,古城口,1路(民航站-古城区政府),古城口
375,376,市人民医院,1路(民航站-古城区政府),18
376,377,古城区政府,1路(民航站-古城区政府),9
377,378,金凯广场,丽江15路b(金凯广场-市气象局),金凯广场
378,379,玉龙县医院,丽江15路b(金凯广场-市气象局),玉龙县医院
379,380,白龙广场,丽江15路b(金凯广场-市气象局),白龙广场
380,381,忠义市场,丽江15路b(金凯广场-市气象局),忠义市场
381,382,大研中学,丽江15路b(金凯广场-市气象局),大研中学
382,383,客运站,丽江15路b(金凯广场-市气象局),客运站
383,384,吉祥下村,丽江15路b(金凯广场-市气象局),吉祥下村
384,385,怡瓃苑,丽江15路b(金凯广场-市气象局),怡瓃苑
385,386,庆云路口,丽江15路b(金凯广场-市气象局),庆云路口
386,387,祥云村,丽江15路b(金凯广场-市气象局),祥云村
387,388,干休所,丽江15路b(金凯广场-市气象局),干休所
388,389,护城河,丽江15路b(金凯广场-市气象局),护城河
389,390,市委党校,丽江15路b(金凯广场-市气象局),市委党校
390,391,中岗村,丽江15路b(金凯广场-市气象局),中岗村
391,392,德为村,丽江15路b(金凯广场-市气象局),德为村
392,393,金塔景区,丽江15路b(金凯广场-市气象局),金塔景区
393,394,德为村,丽江15路b(金凯广场-市气象局),德为村
394,395,连湾村,丽江15路b(金凯广场-市气象局),连湾村
395,396,市委党校,丽江15路b(金凯广场-市气象局),市委党校
396,397,护城河,丽江15路b(金凯广场-市气象局),护城河
397,398,干休所,丽江15路b(金凯广场-市气象局),干休所
398,399,祥云村,丽江15路b(金凯广场-市气象局),祥云村
399,400,怡瓃苑,丽江15路b(金凯广场-市气象局),怡瓃苑
400,401,裕安公司,丽江15路b(金凯广场-市气象局),裕安公司
401,402,丽江市行政中心,丽江15路b(金凯广场-市气象局),丽江市行政中心
402,403,康仲村,丽江15路b(金凯广场-市气象局),康仲村
403,404,市气象局,丽江15路b(金凯广场-市气象局),市气象局
404,405,市民族中专,3路(市民族中专-南门街),市民族中专
405,406,文荣村,3路(市民族中专-南门街),文荣村
406,407,清溪水库,3路(市民族中专-南门街),清溪水库
407,408,玉峰家属院,3路(市民族中专-南门街),玉峰家属院
408,409,象山路,3路(市民族中专-南门街),象山路
409,410,北郊转台,3路(市民族中专-南门街),17
410,411,市妇幼保健站,3路(市民族中专-南门街),13
411,412,黑龙潭,3路(市民族中专-南门街),12
412,413,红太阳广场,3路(市民族中专-南门街),11
413,414,古城口,3路(市民族中专-南门街),古城口
414,415,七星街,3路(市民族中专-南门街),七星街
415,416,公路总段,3路(市民族中专-南门街),公路总段
416,417,白龙广场,3路(市民族中专-南门街),白龙广场
417,418,忠义市场,3路(市民族中专-南门街),忠义市场
418,419,昭庆市场,3路(市民族中专-南门街),昭庆市场
419,420,南门街,3路(市民族中专-南门街),南门街
420,421,市中级法院,13路(市中级法院-火车东站),市中级法院
421,422,高快客运站,13路(市中级法院-火车东站),高快客运站
422,423,福慧市场,13路(市中级法院-火车东站),福慧市场
423,424,古城区政府,13路(市中级法院-火车东站),9
424,425,市人民医院,13路(市中级法院-火车东站),18
425,426,玉缘桥,13路(市中级法院-火车东站),玉缘桥
426,427,古城停车场,13路(市中级法院-火车东站),古城停车场
427,428,北门市场,13路(市中级法院-火车东站),北门市场
428,429,古管委,13路(市中级法院-火车东站),古管委
429,430,石油公司,13路(市中级法院-火车东站),石油公司
430,431,金虹水泥厂,13路(市中级法院-火车东站),金虹水泥厂
431,432,祥和职业学校,13路(市中级法院-火车东站),祥和职业学校
432,433,金山派出所,13路(市中级法院-火车东站),金山派出所
433,434,金山安乐村,13路(市中级法院-火车东站),金山4
434,435,东郊转台,13路(市中级法院-火车东站),东郊转台
435,436,开文上村,13路(市中级法院-火车东站),开文上村
436,437,开文中村,13路(市中级法院-火车东站),开文中村
437,438,古城区民族中学,13路(市中级法院-火车东站),古城区民族中学
438,439,开元村,13路(市中级法院-火车东站),开元村
439,440,市农科所,13路(市中级法院-火车东站),市农科所
440,441,恩列村,13路(市中级法院-火车东站),恩列村
441,442,洪家村,13路(市中级法院-火车东站),洪家村
442,443,火车东站,13路(市中级法院-火车东站),火车东站
443,444,昭庆市场,7路(昭庆市场-寿南村),昭庆市场
444,445,南门街,7路(昭庆市场-寿南村),南门街
445,446,古城建材城,7路(昭庆市场-寿南村),古城建材城
446,447,叶氏修理厂,7路(昭庆市场-寿南村),叶氏修理厂
447,448,丽江市政务服务中心,7路(昭庆市场-寿南村),丽江市政务服务中心
448,449,丽贵岔路口,7路(昭庆市场-寿南村),丽贵岔路口
449,450,金山村委会,7路(昭庆市场-寿南村),金山村委会
450,451,新民二村,7路(昭庆市场-寿南村),新民二村
451,452,新民中村,7路(昭庆市场-寿南村),新民中村
452,453,金山红光村,7路(昭庆市场-寿南村),金山红光村
453,454,寸家村,7路(昭庆市场-寿南村),寸家村
454,455,沈家村路口,7路(昭庆市场-寿南村),沈家村路口
455,456,德启二社,7路(昭庆市场-寿南村),德启二社
456,457,则古村,7路(昭庆市场-寿南村),则古村
457,458,达瓦村,7路(昭庆市场-寿南村),达瓦村
458,459,启柯村,7路(昭庆市场-寿南村),启柯村
459,460,美自上村,7路(昭庆市场-寿南村),美自上村
460,461,美自下村,7路(昭庆市场-寿南村),美自下村
461,462,大来上村,7路(昭庆市场-寿南村),大来上村
462,463,大来下村,7路(昭庆市场-寿南村),大来下村
463,464,大来村口,7路(昭庆市场-寿南村),大来村口
464,465,贵峰村委会,7路(昭庆市场-寿南村),贵峰村委会
465,466,寿南村,7路(昭庆市场-寿南村),寿南村
466,467,金凯广场,14路(金凯广场-阿丹阁(长水路)),金凯广场
467,468,玉龙县医院(长水路),14路(金凯广场-阿丹阁(长水路)),玉龙县医院(长水路)
468,469,古城白龙广场,14路(金凯广场-阿丹阁(长水路)),古城白龙广场
469,470,忠义市场,14路(金凯广场-阿丹阁(长水路)),忠义市场
470,471,三家村,14路(金凯广场-阿丹阁(长水路)),三家村
471,472,昭庆市场,14路(金凯广场-阿丹阁(长水路)),昭庆市场
472,473,南门街,14路(金凯广场-阿丹阁(长水路)),南门街
473,474,古城建材城,14路(金凯广场-阿丹阁(长水路)),古城建材城
474,475,叶氏修理厂,14路(金凯广场-阿丹阁(长水路)),叶氏修理厂
475,476,市政务中心,14路(金凯广场-阿丹阁(长水路)),市政务中心
476,477,幸福里小区,14路(金凯广场-阿丹阁(长水路)),幸福里小区
477,478,锦上城小区,14路(金凯广场-阿丹阁(长水路)),锦上城小区
478,479,庆云苑小区,14路(金凯广场-阿丹阁(长水路)),庆云苑小区
479,480,古城区民政局,14路(金凯广场-阿丹阁(长水路)),古城区民政局
480,481,祥和顺天,14路(金凯广场-阿丹阁(长水路)),祥和顺天
481,482,怡瓃苑,14路(金凯广场-阿丹阁(长水路)),怡瓃苑
482,483,怡鑫苑,14路(金凯广场-阿丹阁(长水路)),怡鑫苑
483,484,裕安公司,14路(金凯广场-阿丹阁(长水路)),裕安公司
484,485,太和油库,14路(金凯广场-阿丹阁(长水路)),太和油库
485,486,金龙村,14路(金凯广场-阿丹阁(长水路)),31
486,487,金盾小区,14路(金凯广场-阿丹阁(长水路)),金盾小区
487,488,国土资源局,14路(金凯广场-阿丹阁(长水路)),国土资源局
488,489,武荣村,14路(金凯广场-阿丹阁(长水路)),武荣村
489,490,市农资公司,14路(金凯广场-阿丹阁(长水路)),市农资公司
490,491,白华路口,14路(金凯广场-阿丹阁(长水路)),白华路口
491,492,阿丹阁(长水路),14路(金凯广场-阿丹阁(长水路)),阿丹阁(长水路)
492,493,观音峡,28路(观音峡-黑龙潭),观音峡
493,494,观音峡路口,28路(观音峡-黑龙潭),观音峡路口
494,495,丽明生态休闲园,28路(观音峡-黑龙潭),丽明生态休闲园
495,496,木家桥,28路(观音峡-黑龙潭),木家桥
496,497,漾西中村,28路(观音峡-黑龙潭),漾西中村
497,498,天雨文化产业园,28路(观音峡-黑龙潭),天雨文化产业园
498,499,玉龙县公交客运汽车站,28路(观音峡-黑龙潭),玉龙县公交客运汽车站
499,500,玉龙县职高,28路(观音峡-黑龙潭),玉龙县职高
500,501,南口工业园区,28路(观音峡-黑龙潭),南口工业园区
501,502,玉龙县民族中学,28路(观音峡-黑龙潭),玉龙县民族中学
502,503,中和村,28路(观音峡-黑龙潭),中和村
503,504,玉龙县一中,28路(观音峡-黑龙潭),玉龙县一中
504,505,护城河,28路(观音峡-黑龙潭),护城河
505,506,干休所,28路(观音峡-黑龙潭),干休所
506,507,祥云村,28路(观音峡-黑龙潭),祥云村
507,508,庆云路口,28路(观音峡-黑龙潭),庆云路口
508,509,机床厂,28路(观音峡-黑龙潭),机床厂
509,510,大研中学,28路(观音峡-黑龙潭),大研中学
510,511,忠义市场,28路(观音峡-黑龙潭),忠义市场
511,512,白龙广场,28路(观音峡-黑龙潭),白龙广场
512,513,珍明广场,28路(观音峡-黑龙潭),珍明广场
513,514,公路总段,28路(观音峡-黑龙潭),公路总段
514,515,七星街(民主路),28路(观音峡-黑龙潭),七星街(民主路)
515,516,古城口,28路(观音峡-黑龙潭),古城口
516,517,红太阳广场,28路(观音峡-黑龙潭),11
517,518,黑龙潭,28路(观音峡-黑龙潭),12
518,519,黑龙潭,28路(黑龙潭-观音峡),12
519,520,红太阳广场,28路(黑龙潭-观音峡),11
520,521,古城口,28路(黑龙潭-观音峡),古城口
521,522,七星街(民主路),28路(黑龙潭-观音峡),七星街(民主路)
522,523,公路总段,28路(黑龙潭-观音峡),公路总段
523,524,白龙广场,28路(黑龙潭-观音峡),白龙广场
524,525,忠义市场,28路(黑龙潭-观音峡),忠义市场
525,526,大研中学,28路(黑龙潭-观音峡),大研中学
526,527,机床厂,28路(黑龙潭-观音峡),机床厂
527,528,庆云路口,28路(黑龙潭-观音峡),庆云路口
528,529,祥云村,28路(黑龙潭-观音峡),祥云村
529,530,干休所,28路(黑龙潭-观音峡),干休所
530,531,护城河,28路(黑龙潭-观音峡),护城河
531,532,玉龙县一中,28路(黑龙潭-观音峡),玉龙县一中
532,533,玉龙县民族中学,28路(黑龙潭-观音峡),玉龙县民族中学
533,534,南口工业园区,28路(黑龙潭-观音峡),南口工业园区
534,535,玉龙职高,28路(黑龙潭-观音峡),玉龙职高
535,536,天雨文化产业园,28路(黑龙潭-观音峡),天雨文化产业园
536,537,漾西中村,28路(黑龙潭-观音峡),漾西中村
537,538,老落村,28路(黑龙潭-观音峡),老落村
538,539,木家桥,28路(黑龙潭-观音峡),木家桥
539,540,高士村,28路(黑龙潭-观音峡),高士村
540,541,丽明生态休闲园,28路(黑龙潭-观音峡),丽明生态休闲园
541,542,观音峡路口,28路(黑龙潭-观音峡),观音峡路口
542,543,观音峡,28路(黑龙潭-观音峡),观音峡
543,544,市气象局,丽江15路a(市气象局-金凯广场),市气象局
544,545,康仲村,丽江15路a(市气象局-金凯广场),康仲村
545,546,丽江市行政中心,丽江15路a(市气象局-金凯广场),丽江市行政中心
546,547,裕安公司,丽江15路a(市气象局-金凯广场),裕安公司
547,548,怡瓃苑,丽江15路a(市气象局-金凯广场),怡瓃苑
548,549,祥云村,丽江15路a(市气象局-金凯广场),祥云村
549,550,干休所,丽江15路a(市气象局-金凯广场),干休所
550,551,护城河,丽江15路a(市气象局-金凯广场),护城河
551,552,市委党校,丽江15路a(市气象局-金凯广场),市委党校
552,553,中岗村,丽江15路a(市气象局-金凯广场),中岗村
553,554,德为村,丽江15路a(市气象局-金凯广场),德为村
554,555,金塔景区,丽江15路a(市气象局-金凯广场),金塔景区
555,556,德为村,丽江15路a(市气象局-金凯广场),德为村
556,557,连湾村,丽江15路a(市气象局-金凯广场),连湾村
557,558,市委党校,丽江15路a(市气象局-金凯广场),市委党校
558,559,护城河,丽江15路a(市气象局-金凯广场),护城河
559,560,干休所,丽江15路a(市气象局-金凯广场),干休所
560,561,祥云村,丽江15路a(市气象局-金凯广场),祥云村
561,562,庆云路口,丽江15路a(市气象局-金凯广场),庆云路口
562,563,怡瓃苑,丽江15路a(市气象局-金凯广场),怡瓃苑
563,564,吉祥下村,丽江15路a(市气象局-金凯广场),吉祥下村
564,565,客运站,丽江15路a(市气象局-金凯广场),客运站
565,566,大研中学,丽江15路a(市气象局-金凯广场),大研中学
566,567,忠义市场,丽江15路a(市气象局-金凯广场),忠义市场
567,568,白龙广场,丽江15路a(市气象局-金凯广场),白龙广场
568,569,玉龙县医院,丽江15路a(市气象局-金凯广场),玉龙县医院
569,570,金凯广场,丽江15路a(市气象局-金凯广场),金凯广场
570,571,新团路口,12路(新团路口-客运站),新团路口
571,572,守信村,12路(新团路口-客运站),守信村
572,573,丽江师专,12路(新团路口-客运站),丽江师专
573,574,新团村,12路(新团路口-客运站),新团村
574,575,团山北路,12路(新团路口-客运站),团山北路
575,576,莲花七队,12路(新团路口-客运站),莲花七队
576,577,文智五队,12路(新团路口-客运站),文智五队
577,578,殡仪馆,12路(新团路口-客运站),殡仪馆
578,579,金安医院,12路(新团路口-客运站),金安医院
579,580,工程公司,12路(新团路口-客运站),工程公司
580,581,森林消防支队,12路(新团路口-客运站),森林消防支队
581,582,祥和职业学校,12路(新团路口-客运站),祥和职业学校
582,583,金山派出所,12路(新团路口-客运站),金山派出所
583,584,金山安乐村,12路(新团路口-客运站),金山4
584,585,叶氏修理厂,12路(新团路口-客运站),叶氏修理厂
585,586,古城建材城,12路(新团路口-客运站),古城建材城
586,587,南门街,12路(新团路口-客运站),南门街
587,588,昭庆市场,12路(新团路口-客运站),昭庆市场
588,589,三家村集贸市场,12路(新团路口-客运站),三家村集贸市场
589,590,柏龙水榭,12路(新团路口-客运站),柏龙水榭
590,591,客运站,12路(新团路口-客运站),客运站
591,592,客运站,12路(客运站-新团路口),客运站
592,593,大研中学,12路(客运站-新团路口),大研中学
593,594,昭庆市场,12路(客运站-新团路口),昭庆市场
594,595,南门街,12路(客运站-新团路口),南门街
595,596,古城建材城,12路(客运站-新团路口),古城建材城
596,597,叶氏修理厂,12路(客运站-新团路口),叶氏修理厂
597,598,金山安乐村,12路(客运站-新团路口),金山4
598,599,金山派出所,12路(客运站-新团路口),金山派出所
599,600,职工培训中心,12路(客运站-新团路口),职工培训中心
600,601,森林消防支队,12路(客运站-新团路口),森林消防支队
601,602,工程公司,12路(客运站-新团路口),工程公司
602,603,金安医院,12路(客运站-新团路口),金安医院
603,604,殡仪馆,12路(客运站-新团路口),殡仪馆
604,605,文智五队,12路(客运站-新团路口),文智五队
605,606,莲花七队,12路(客运站-新团路口),莲花七队
606,607,团山北路,12路(客运站-新团路口),团山北路
607,608,新团村,12路(客运站-新团路口),新团村
608,609,丽江师专,12路(客运站-新团路口),丽江师专
609,610,守信村,12路(客运站-新团路口),守信村
610,611,新团路口,12路(客运站-新团路口),新团路口
611,612,寿南村,7路(寿南村-三家村),寿南村
612,613,贵峰村委会,7路(寿南村-三家村),贵峰村委会
613,614,大来村口,7路(寿南村-三家村),大来村口
614,615,大来上村,7路(寿南村-三家村),大来上村
615,616,美自下村,7路(寿南村-三家村),美自下村
616,617,启柯村,7路(寿南村-三家村),启柯村
617,618,达瓦村,7路(寿南村-三家村),达瓦村
618,619,则古村,7路(寿南村-三家村),则古村
619,620,德启二社,7路(寿南村-三家村),德启二社
620,621,沈家村路口,7路(寿南村-三家村),沈家村路口
621,622,寸家村,7路(寿南村-三家村),寸家村
622,623,金山红光村,7路(寿南村-三家村),金山红光村
623,624,新民中村,7路(寿南村-三家村),新民中村
624,625,新民二村,7路(寿南村-三家村),新民二村
625,626,金山村委会,7路(寿南村-三家村),金山村委会
626,627,丽贵岔路口,7路(寿南村-三家村),丽贵岔路口
627,628,丽江市政务服务中心,7路(寿南村-三家村),丽江市政务服务中心
628,629,叶氏修理厂,7路(寿南村-三家村),叶氏修理厂
629,630,古城建材城,7路(寿南村-三家村),古城建材城
630,631,南门街,7路(寿南村-三家村),南门街
631,632,昭庆市场,7路(寿南村-三家村),昭庆市场
632,633,三家村集贸市场,7路(寿南村-三家村),三家村集贸市场
633,634,玉龙县医院(民主路),7路(寿南村-三家村),玉龙县医院(民主路)
634,635,白龙广场,7路(寿南村-三家村),白龙广场
635,636,忠义市场,7路(寿南村-三家村),忠义市场
636,637,三家村,7路(寿南村-三家村),三家村
637,638,束河庆云村,5路(束河庆云村-束河庆云村),束河庆云村
638,639,束河岔路,5路(束河庆云村-束河庆云村),束河岔路
639,640,招呼站,5路(束河庆云村-束河庆云村),招呼站
640,641,和业小区,5路(束河庆云村-束河庆云村),和业小区
641,642,市体育场,5路(束河庆云村-束河庆云村),市体育场
642,643,南方电网,5路(束河庆云村-束河庆云村),南方电网
643,644,尚水居,5路(束河庆云村-束河庆云村),尚水居
644,645,香江花园,5路(束河庆云村-束河庆云村),香江花园
645,646,市旅游局,5路(束河庆云村-束河庆云村),市旅游局
646,647,福慧学校,5路(束河庆云村-束河庆云村),7
647,648,寨后家园,5路(束河庆云村-束河庆云村),寨后家园
648,649,福慧路隧道,5路(束河庆云村-束河庆云村),福慧路隧道
649,650,七星街,5路(束河庆云村-束河庆云村),七星街
650,651,阿丹阁(香格里大道),5路(束河庆云村-束河庆云村),阿丹阁(16)
651,652,阿丹阁(长水路),5路(束河庆云村-束河庆云村),阿丹阁(长水路)
652,653,西安路,5路(束河庆云村-束河庆云村),西安路
653,654,嘉和建材城,5路(束河庆云村-束河庆云村),嘉和建材城
654,655,尚义汽配城,5路(束河庆云村-束河庆云村),尚义汽配城
655,656,七十米道,5路(束河庆云村-束河庆云村),七十米道
656,657,七十米道(招呼站),5路(束河庆云村-束河庆云村),七十米道(招呼站)
657,658,招呼站(长水路),5路(束河庆云村-束河庆云村),招呼站(长水路)
658,659,长水冷冻厂,5路(束河庆云村-束河庆云村),长水冷冻厂
659,660,茨满四社,5路(束河庆云村-束河庆云村),茨满四社
660,661,茨满二社,5路(束河庆云村-束河庆云村),茨满二社
661,662,茨满一社,5路(束河庆云村-束河庆云村),茨满一社
662,663,普济下村,5路(束河庆云村-束河庆云村),普济下村
663,664,兴文村,5路(束河庆云村-束河庆云村),兴文村
664,665,红山村,5路(束河庆云村-束河庆云村),红山村
665,666,束河庆云村,5路(束河庆云村-束河庆云村),束河庆云村
666,667,束河庆云村,5路(束河庆云村-束河庆云村东),束河庆云村
667,668,红山村,5路(束河庆云村-束河庆云村东),红山村
668,669,兴文村,5路(束河庆云村-束河庆云村东),兴文村
669,670,普济下村,5路(束河庆云村-束河庆云村东),普济下村
670,671,茨满一社,5路(束河庆云村-束河庆云村东),茨满一社
671,672,茨满二社,5路(束河庆云村-束河庆云村东),茨满二社
672,673,茨满四社,5路(束河庆云村-束河庆云村东),茨满四社
673,674,长水冷冻厂,5路(束河庆云村-束河庆云村东),长水冷冻厂
674,675,七十米道,5路(束河庆云村-束河庆云村东),七十米道
675,676,尚义汽配城,5路(束河庆云村-束河庆云村东),尚义汽配城
676,677,嘉和建材城,5路(束河庆云村-束河庆云村东),嘉和建材城
677,678,西安路,5路(束河庆云村-束河庆云村东),西安路
678,679,阿丹阁(长水路),5路(束河庆云村-束河庆云村东),阿丹阁(长水路)
679,680,阿丹阁(香格里大道),5路(束河庆云村-束河庆云村东),阿丹阁(16)
680,681,七星街(香格里拉大道),5路(束河庆云村-束河庆云村东),七星街(15)
681,682,福慧路隧道,5路(束河庆云村-束河庆云村东),福慧路隧道
682,683,寨后家园,5路(束河庆云村-束河庆云村东),寨后家园
683,684,福慧学校,5路(束河庆云村-束河庆云村东),7
684,685,市旅游局,5路(束河庆云村-束河庆云村东),市旅游局
685,686,香江花园,5路(束河庆云村-束河庆云村东),香江花园
686,687,尚水居,5路(束河庆云村-束河庆云村东),尚水居
687,688,南方电网,5路(束河庆云村-束河庆云村东),南方电网
688,689,市体育场,5路(束河庆云村-束河庆云村东),市体育场
689,690,和业小区,5路(束河庆云村-束河庆云村东),和业小区
690,691,束河办事处,5路(束河庆云村-束河庆云村东),束河办事处
691,692,束河庆云村东,5路(束河庆云村-束河庆云村东),束河庆云村东
